original_query,changed_query
보이스피싱 수거책으로 연루되어서 이런일을 당해본적이 없어서 변호사도 못써보고 경찰조사 받고 재판에선 국선변호사로해서 재판 받앗는데 징역3년 형이 나왓습니다.지금 애들도 2명이고 아직 초등학생인데 피해액은 2명 합해서 1900만원 정도 됩니다.지금이라도 변호사 써서 피해자랑 합의보면 벌금형이나 집행유예 가능 할까요?,변호사를 통해 피해자와 합의하면 집행유예나 벌금형이 가능할까요?
코인 폰지사기 업체 모집책을 고소하려고합니다.원금보장과 높은이자를 약속하고 대출까지 받게해서투자를 하게하엿고약 10개월간 본인이 피해자 계좌나 지갑을 대신 관리해주었습니다.그런데위와같은 협의 증거가 없는 상태입니다.계약서는물론 카톡이나 통화내역도없고이런상황에 유일하게 있는곳이1. 언제까지 원금 보장이 안되면 저기가 원금 변상하겠다 라는 문자 (피해자가족에게 전송)2. 처음 투자를 유도할때 설명할때 종이 메모이상황에서 고소는 협의없음 나올거같고피해자가 가해자에게 전화해 과거일을 언급하며(첨에투자 설명햇던 종이 등을 언급하며 원금이자 부분 인정하게 하는것)대화를 유도하고 이를 녹취하면 죄가 인정 될수있을까요??,"코인 사기 피해를 입었을 때, 증거가 부족한 상태에서 어떻게 대처할 수 있을까요?"
"안녕 하세요~~ 지인이 자기 아는 사람 돈을  제 명의로 받아서 본인에게 입금을 해달라고 가끔 의뢰를 해오는데요~해줘도 이상이 없는걸까요?1,2번은 해줬는데요~번번히 부탁을 하네요.ㅠㅠ본인도 통장 거래가 안되는 것도 아니거든요~이유를 물어 보기 좀 그래서 물어보진 안았어요~~",지인이 부탁한 대로 돈 거래를 해도 괜찮을까요? 자주 부탁하는 이유가 뭘까요?
직장을 구하려고 알바천국에 올라와있는 직장에 지원을 했습니다얼마 뒤 연락이 왔는데 현재 자리가 없다하면서 다른 일자리를 소개해 주겠다고 그래서 알겠다 그러니 번호를 알려줄테니 그쪽으로 카톡해보라 하더군요(보험회사 쪽 일)어떤 일인지 들어보니 화사에서 어느 위치로 가면 고객님이 있을꺼고 그 고객한테서 보험 환급금을 현금으로 받아오는 일이라 합니다 현금으로 받은 돈은 atm기에서 무통장 입금을 하면 되는 일이라 하더군요 전자 근로계약서와 가족관계증명서 신분증 통장사본 부모님 연락처 등 다 보내준상태입니다. 일을하려고 지정된 장소로 나왔지만 입금 등 고객을 만난상황은 아니었으며 대기만 하다가 일에 대해 불신이 생겨 빠져나왔습니다. 개인정보 포함 부모님 정보도 알려진 상태인데 별 문제 없을까요?..,개인정보와 부모님 정보가 노출된 상황에서 안전할 수 있을까요?
지금 임차인이 자기가 주인 아니라고 자기는 명의만 빌려 줬다고 보증금을 못 주겠다고 하는데요..전 보증금 2억 못 받더라고 다음 세입자를 위해 참교육을 시켜 주고 싶습니다.부동산 명의를 빌려주면 5년 이하의 징역이나 2억 이하의 벌금으로 알고 있는데신고 방법 좀 알려주세요..참고로 녹음 다 했습니다.돈 없이 대출 땡겨서 전월세 주고 돈 없다고 보증금 안 주는 것들 다 죽여야 하는데..왜 들어갈 때 준 돈을 나올 때 못 받는걸까요?,전세 보증금을 제때 돌려받지 못했을 때 해결할 수 있는 방법이 무엇인가요?
보이스피싱 전달책을 하였다고 경찰에서 연락이 왔습니다대출을 알아보다가 채권추심업체에서 저한테 입금된 돈을 전달하여 보이스피싱 전달책이 되었습니다경찰서에서 보이스피싱 전달책으로 조사를 받으러 오라고 하는데 어떻게 해야 할까요무혐의 받을 수 있을까요,"경찰에서 연락이 왔는데, 보이스피싱 관련 조사에 응해야 할 상황입니다. 어떻게 대처하는 것이 좋을까요?"
채권추심업체인 줄 알고 군대 전역 후에 알바를 했는데요.알고보니 현금 수거책?으로 일하고 있었습니다.그래서 피해자들이 많이 생기는 바람에 저도 경찰조사를 받고 관련 업자로현재 벌금형 선고를 받았는데요.너무 억울합니다.그래서 보이스피싱항소 진행하려고 하는데 도움 주세요.,제가 보이스피싱 사건에 연루되었는지 확인하고 싶습니다. 어떻게 해야 할까요?
"제가 친구에게 2천만원정도 돈을빌려주었는데 그돈을 갚겠다고 카드깡을 한다고합니다.근데 그카드깡을 하려면 카드빛을갚아야한다해서 갚아주고 리볼빙?걸린것도 내줘서 현제 2800만원정도가 되었는데요그친구가 카드하나당한도가 500인데 카드두개로 한다고했거든요 근데 제가 그럼 천밖에안되지않냐 했더니 이게 6월,7월 두달치를 500씩 네번긁어서 한번에 가능하다고 하더라구요그래서 제가 그 카드깡해주는 가게 사장님하고도 통화해보고 그가게에 물품?대주는 공장 관리자분이랑 같이한다길래 그 관리자분하고도 통화를했는데 다 나온다고하더라구요근데 이게 가능한일인가요? 두달치를 어떻게 한번에긁죠?",카드 한도의 두 달치를 한 번에 결제하는 것이 가능한가요?
제가 대포통장에 연루된것같은데 상황은 제가 친구한테 돈을 빌려주고 받을때 대포통장계좌로 저한테 입금한것같습니다. 친구는 다시 반환하면 통장정지 안당한다고하는데 맞나요???그리고 다시반환하는게 더 위험한거같아서 안하고있는데 어떡하조.. 도와주세요 친구라고 빌려줬는데 잘못엮였네요..ㅠ그리고 통장 정지되면 제 모든통장이 정지되나요..??돈 받은거는 그냥 통장에 받은금액만 넣어놨고 나머지는 다른데로 옮겨놨어요..,제가 친구에게 돈을 빌려주고 받을 때 잘못된 계좌를 사용한 것 같습니다. 이러한 상황에서 어떻게 해야 할까요? 통장이 정지될 위험이 있는지 궁금합니다. 도움을 주실 수 있나요?
불법사채를 썻습니다그분이 계약서랑 지인번호랑 등초본 다 가져갔습니다저한테는 아무것도없구요성실히 완납하면 뒷 문제는없을까요? 개인정보 피해라던지 추가금액요구라던지요.,합법적으로 해결 가능한 방법이 있을까요? 성실히 완납할 경우 추가적인 문제가 발생할 가능성은 없을까요?
제가 지인의 돈을 받고 투자를 하던게 있었거든요?그런데 이번에 지인이 빌려준 돈을 잃게 되면서 지인이 절 사기횡령으로 고소했더라고요.저를 믿고 투자한 돈은 안 갚아도 된다고 생각하는데 맞을까요?일단 경찰조사도 가야하는 상황이라 사기횡령변호사님 도움이 필요합니다.. ㅠㅠ,제가 투자한 돈을 잃은 상황에서 어떻게 해야 할지에 대한 조언을 구하고 싶습니다. 경찰 조사와 관련하여 어떤 준비가 필요할까요?
문자가 와서 개인정보까지 주고 오늘부터 하기로 했었는데간단한 물품 옮기는 일이고 건당 5만원에 달에 200만원쯤 주는데 사기인가요? 사기면 개인정보 줬는데 어떻게 하나요?,"문자가 왔고 오늘부터 일을 시작하기로 했는데, 간단한 물품을 옮기는 일이 맞고 건당 5만원에 한 달에 200만원 주는 게 맞는지 궁금해요. 안전한지 어떻게 확인할 수 있을까요?"
"업무상배임죄 문의 드립니다. 한회사에서 14년을 경리로 근무하였습니다. 근무 기간중에 종종 법인카드로 제 개인 물건을 샀었는데, 그것이 최근 감사에서 적발되었고 저는 그 일로 퇴사하게 되었습니다. 그런데 문제는 제가 그동안 써온 회사돈이 제가 쓴것보다 훨씬 많이 측정되어있고 그것을 갚지않으면 저를 형사고소 하겠다고 하는데요. 어떻게 대처해야 할지 난감합니다. 지금당장 회사측에서 요구한 돈을 갚을 능력도 되지 않아요. 도와주세요.","업무 관련 문제로 어려움을 겪고 있습니다. 14년 동안 경리로 근무하면서 법인카드를 사용했는데, 최근 감사에서 문제가 발견되었고 퇴사했습니다. 회사에서 요구하는 금액을 상환할 능력이 없는데, 어떻게 해야 할까요?"
"혹시 저금리대출로 보이스피싱에 가담된 경우 구속될 가능성이 높은가요?짧게 말하자면 기대출이 있는데 저금리대출로 변경하려다 통장이 사고계좌라고 보이스피싱에 이용되었다고 정지가 된 상태입니다다음주에 경찰 조사 받으러 가야한다고 하는데..지금 이거 돈은 돈대로 날린 상황이고,  계좌는 대포통장으로 쓰여서 보이스피싱이라는데 바로 실형인가요? 금액도 작은 금액도 아니고 몇 천인데요.....",보이스피싱에 연루된 경우 어떤 처벌을 받을 수 있나요?
"알바 뛰는곳도 힘들고, 운영하는곳도 문닫게 생겨서급한 불을 끄고자 아는 사람이 빌려달래서카드 양도와 함께 비밀번호 알려주었고이걸로 양도해준 돈도 받았습니다근데 그 지인이 보이스피싱? 연루로 모집책을 했나봐여결론적으로 전자금융거래법 이라고 하는데 어떡하나요돈이 급해서 그랬다가 된통 당했네요",전자금융거래법 관련 문제에 직면한 상황에서 어떻게 대처해야 할까요?
제 친구 배임으로 조사 받게 됐습니다사실 중소기업 부장으로 근무하는데법인카드를 개인적으로 몇 번 썼다가 걸리게 된거에요보통 접대라는지 그런거 할때는 이해가 가는데그럴때마다 일부러 식당이나 그런 업체에 결재를 많이 해서리베이트? 하는 방식으로 돈을 받아 챙겼나 봅니다물론 그 결재하는 업체(골프장 등등)이랑 말을 맞춘것이죠이럴 경우 그 사용한 곳이랑 해서 배임이 된다고 하는데배임 해당될 경우 도와줄 방법 없나요?,제 친구가 법인카드 사용 문제로 어려움을 겪고 있습니다. 이를 해결할 방법이 있을까요?
"지인이 제 계좌를 빌려달라고 하는데요, 그냥 입출금 용도로 한달에 몇백씩 들어올텐데 다른곳에서 입금되면 다시 그 지인 계좌로 제가 입금해주는 용도로요... 너무 가까운 지인인데, 혹시라도.. 큰 문제생기지 않는다면 괜찮을걸까요?","지인이 제 계좌를 사용하고 싶어 하는데, 입출금 용도로 한 달에 몇백만 원 정도 사용할 예정입니다. 사용해도 큰 문제가 없을까요?"
제가 처음에 알바천국을 보고 알바천국에 올라와 있는 일들은 아무 문제 없을거라는 생각이 너무 깊게 박혀있었던 상황에다가 대출 사기를 당해서 그 빛을 갚아야 해가지고 알바천국에 올라와 있는일중에 알바비를 제일 많이 받는것중에 하나를 골라서 아무 의심없이 일을 시작해서 일을 딱 2틀 딱 두건 했어요.. 똑같은 한분한테 2틀에 걸쳐서 2200만원 받아서 현금수거책 일을하고 아침에 일어나는게 너무 힘들어서 그만뒀거든요 그만 두고 나서도 현금수거책일거라는 생각도 못하고 있었는데 갑자기 경찰서에서 현금수거책으로 조사받으러 나오라고 해서 나가서 정말 모르고 했다고 말씀 다 드리고 어디서 금액 받았는지 상황설명 다 하고 조사 끝나고 이제 검찰로 넘어갔는데 합의를 보는게 그나마 그래도 좋은걸 알고 있는데 부모님에게 말하니까 지금 그럴형편이 안된다고 하셔서 합의를 못보는 상황인데 실형이 떨어질까요...? 벌금이나 집행유예나기소유예를 받을수 있는 방법 없을까요...? 제발 도와주세요..,법적 문제 해결을 위한 조언을 어디에서 받을 수 있을까요?
